,age,attrition,businesstravel,dailyrate,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,remotework,department
1380,49,No,travel_rarely,290.04,2,2,technical degree,1381,4,M,,4,1,laboratory technician,2,Single,2342.59,6090.75,5,,11,3.0,3,Full Time,0,7.0,4,2.0,1,,0,0,1975,28111.08,Yes,research & development
1381,30,No,travel_rarely,556.26,7,3,no data,1382,3,M,,3,2,healthcare representative,4,,4492.84,11681.39,1,,11,3.0,2,Part Time,2,6.0,2,3.0,6,,1,0,1994,53914.11,Yes,research & development
1382,49,No,non-travel,1884.48,1,3,life sciences,1383,4,M,,2,5,research director,4,Single,15220.83,39574.17,6,No,12,3.0,3,Full Time,0,,3,4.0,1,,0,0,1975,182650.0,Yes,research & development
1383,35,No,non-travel,290.04,20,3,technical degree,1384,3,F,36.25,4,1,research scientist,3,,2342.59,6090.75,0,No,17,3.0,4,Part Time,0,2.0,5,2.0,1,,0,0,1989,28111.13,Yes,research & development
1384,20,No,non-travel,290.04,25,3,life sciences,1385,2,F,36.25,4,1,research scientist,4,Single,2342.59,6090.75,1,,12,3.0,4,Part Time,0,1.0,2,3.0,1,,0,1,2004,28111.13,Yes,research & development
1385,24,No,non-travel,290.04,1,2,no data,1386,4,M,36.25,3,1,research scientist,3,,2342.59,6090.75,1,No,22,4.0,4,Part Time,1,1.0,2,3.0,1,"0,0",0,1,2000,28111.13,No,research & development
1386,26,Yes,travel_frequently,115.35,32,1,no data,1387,3,M,,1,1,sales representative,4,Single,93167.0,2422.33,1,Yes,14,,4,Full Time,0,1.0,4,3.0,1,,1,0,1998,1118004.0,Yes,sales
1387,43,No,non-travel,244.73,34,4,medical,1388,2,F,,4,2,research scientist,2,Married,1976.6666666666667,5139.33,6,Yes,16,3.0,4,Part Time,0,18.0,2,3.0,1,,0,0,1981,23720.0,No,research & development
1388,52,No,travel_frequently,292.81,6,2,medical,1389,2,F,36.6,2,1,laboratory technician,3,Single,2365.0,6149.0,0,,14,3.0,2,Full Time,0,8.0,6,2.0,7,,7,7,1972,28380.0,No,research & development
1389,46,No,travel_frequently,1863.44,25,3,medical,1390,2,F,,3,5,manager,2,,15050.83,39132.17,3,,22,4.0,3,Full Time,0,22.0,4,3.0,0,,0,0,1978,180610.0,No,no data
1390,28,No,non-travel,290.04,11,3,medical,1391,3,F,,4,1,sales representative,4,Married,2342.59,6090.75,8,,14,,2,Part Time,1,5.0,4,3.0,1,,0,0,1996,28111.13,Yes,sales
1391,19,No,non-travel,166.21,1,3,no data,1392,4,F,,3,1,laboratory technician,4,Single,1342.5,3490.5,1,,15,3.0,3,Part Time,0,0.0,5,4.0,0,,0,0,2005,16110.0,No,research & development
1392,32,Yes,travel_frequently,290.04,2,3,no data,1393,3,F,,2,1,sales representative,4,Single,2342.59,6090.75,7,No,14,3.0,3,Part Time,0,3.0,3,4.0,1,,0,0,1992,28111.13,Yes,sales
1393,32,Yes,travel_frequently,290.04,1,4,life sciences,1394,2,F,,1,1,sales representative,3,Single,2342.59,6090.75,1,,12,,2,Part Time,0,,3,3.0,1,,0,0,1992,28111.13,No,sales
1394,32,Yes,travel_rarely,290.04,8,3,life sciences,1395,1,F,,2,1,research scientist,2,,2342.59,6090.75,1,,12,3.0,3,Part Time,0,,3,4.0,1,,0,0,1992,28111.13,No,research & development
1395,28,No,travel_rarely,290.04,11,1,life sciences,1396,2,M,36.25,3,1,laboratory technician,1,Married,2342.59,6090.75,0,,14,3.0,2,Part Time,0,6.0,3,4.0,5,,1,4,1996,28111.13,No,research & development
1396,40,Yes,non-travel,290.04,2,3,no data,1397,1,F,,2,1,laboratory technician,1,Single,2342.5941666666668,6090.75,2,Yes,23,4.0,2,Full Time,0,11.0,2,4.0,1,,0,0,1984,28111.13,Yes,research & development
1397,45,No,travel_frequently,491.94,1,5,marketing,1398,1,F,,3,2,sales executive,3,Married,3973.33,10330.67,7,,12,,3,Part Time,1,11.0,4,2.0,1,,0,0,1979,47680.0,No,sales
1398,31,No,non-travel,131.44,25,3,no data,1399,2,M,,3,1,research scientist,3,,1061.6666666666667,2760.33,1,,13,3.0,2,Part Time,2,1.0,2,2.0,1,,0,0,1993,12740.0,No,research & development
1399,36,No,travel_rarely,248.03,26,1,life sciences,1400,4,M,,3,1,sales representative,3,,2003.33,5208.67,1,No,13,,1,Part Time,1,1.0,3,3.0,1,"0,0",0,0,1988,24040.0,Yes,sales
1400,25,Yes,travel_frequently,290.04,9,3,no data,1401,2,M,36.25,3,1,laboratory technician,1,,2342.59,6090.75,2,,11,3.0,3,Part Time,0,,2,2.0,0,,0,0,1999,28111.13,No,research & development
1401,25,No,non-travel,209.75,13,2,no data,1402,4,F,,3,1,sales representative,2,Married,1694.1666666666667,4404.83,1,,13,3.0,3,Part Time,1,1.0,2,,1,,0,0,1999,20330.0,Yes,sales
1402,29,Yes,non-travel,264.23,2,2,medical,1403,3,M,,2,1,laboratory technician,1,Single,2134.1666666666665,5548.83,7,No,11,,3,Part Time,0,8.0,2,2.0,0,,0,0,1995,25610.0,Yes,research & development
1403,29,No,travel_rarely,161.26,1,3,life sciences,1404,1,M,,2,1,research scientist,3,,1302.5,3386.5,1,,14,3.0,4,Part Time,1,1.0,2,1.0,1,,0,0,1995,15630.0,No,research & development
1404,34,No,non-travel,659.08,8,5,no data,1405,4,M,,3,2,healthcare representative,3,,5323.33,13840.67,2,,17,3.0,1,Full Time,0,14.0,6,3.0,0,,0,0,1990,63879.96,Yes,research & development
1405,40,No,travel_rarely,864.19,6,3,no data,1406,2,F,108.02,3,3,manufacturing director,2,Single,6980.0,18148.0,4,,18,,4,Part Time,0,9.0,3,3.0,2,,2,2,1984,83760.0,No,research & development
1406,43,No,non-travel,499.47,2,3,medical,1407,3,M,,2,1,laboratory technician,2,Married,4034.17,10488.83,4,,14,,2,Full Time,1,,3,,1,,0,0,1981,48410.0,Yes,research & development
1407,30,No,travel_rarely,290.04,9,3,no data,1408,3,M,36.25,4,1,research scientist,3,Married,2342.59,6090.75,6,No,18,3.0,1,Part Time,2,,2,2.0,1,"0,0",0,0,1994,28111.13,No,research & development
1408,36,No,travel_rarely,290.04,1,3,no data,1409,4,M,,2,1,laboratory technician,1,,2342.5941666666668,6090.75,1,No,19,3.0,2,Part Time,0,,3,3.0,3,,1,2,1988,28111.13,No,research & development
1409,36,Yes,travel_rarely,213.98,14,3,no data,1410,1,F,,3,1,laboratory technician,1,,1728.33,4493.67,1,,12,3.0,4,Full Time,1,1.0,2,3.0,1,,0,0,1988,20739.96,Yes,research & development
1410,35,No,non-travel,306.63,13,4,medical,1411,1,M,,3,1,research scientist,4,Single,2476.67,6439.33,1,,13,3.0,3,Full Time,0,,4,,1,,0,0,1989,29720.0,No,research & development
1411,27,No,travel_rarely,290.04,3,3,no data,1412,1,F,,3,1,research scientist,4,,2342.5941666666668,6090.75,1,,21,4.0,1,Part Time,0,1.0,5,3.0,1,,0,0,1997,28111.13,Yes,research & development
1412,37,No,travel_rarely,703.13,1,4,life sciences,1413,2,F,,3,2,sales executive,3,Single,5679.17,14765.83,6,No,13,3.0,1,Full Time,0,,5,3.0,1,,0,0,1987,68150.0,Yes,sales
1413,51,No,non-travel,1973.98,24,3,marketing,1414,2,M,,3,5,manager,3,Marreid,15943.72,41453.67,4,Yes,16,,3,Full Time,1,,2,3.0,1,,0,0,1973,191324.62,No,no data
1414,43,No,travel_rarely,1973.98,9,2,no data,1415,4,M,,2,5,manager,4,,15943.718333333332,41453.67,8,No,22,4.0,4,Full Time,0,24.0,2,3.0,1,,0,1,1981,191324.62,No,no data
1415,36,No,non-travel,277.54,7,2,life sciences,1416,3,M,,2,1,laboratory technician,4,,2241.67,5828.33,1,No,18,3.0,4,Full Time,1,,5,2.0,1,,0,1,1988,26900.04,No,research & development
1416,47,No,travel_rarely,1812.47,1,4,life sciences,1417,4,M,226.56,4,4,manager,1,,14639.166666666666,38061.83,1,,15,3.0,2,Full Time,0,27.0,5,1.0,26,,0,12,1977,175670.0,No,no data
1417,19,Yes,travel_frequently,161.88,3,2,medical,1418,2,F,,3,1,sales representative,4,Single,1307.5,3399.5,1,Yes,12,3.0,3,Part Time,0,0.0,2,4.0,0,,0,0,2005,15690.0,Yes,sales
1418,30,No,non-travel,431.99,5,3,no data,1419,1,M,,2,2,sales executive,2,Divorced,3489.17,9071.83,1,Yes,13,,2,Part Time,1,10.0,3,2.0,10,,0,9,1994,41870.0,Yes,sales
1419,32,No,non-travel,556.26,5,4,life sciences,1420,1,F,,3,2,sales executive,4,,4492.84,11681.39,1,No,11,3.0,1,Part Time,2,10.0,2,,10,,0,2,1992,53914.11,Yes,sales
1420,42,No,travel_rarely,1032.49,23,2,no data,1421,4,M,129.06,3,3,sales executive,3,Single,8339.32,21682.23,3,,16,3.0,4,Part Time,0,21.0,2,3.0,2,,0,2,1982,100071.84,Yes,sales
1421,39,No,travel_rarely,341.1,4,2,no data,1422,4,F,,3,1,laboratory technician,3,,2755.0,7163.0,7,,19,3.0,4,Full Time,1,7.0,5,,0,,0,0,1985,33060.0,Yes,research & development
1422,33,Yes,travel_rarely,143.72,2,4,life sciences,1423,4,M,,3,1,laboratory technician,2,Single,1160.8333333333333,3018.17,1,No,12,3.0,1,Part Time,0,1.0,2,3.0,1,,0,0,1991,13930.0,Yes,research & development
1423,61,No,non-travel,1122.85,1,4,no data,1424,3,M,,1,3,healthcare representative,4,Divorced,9069.17,23579.83,3,No,20,4.0,3,Full Time,1,19.0,2,4.0,1,,0,0,1963,108830.0,No,research & development
1424,25,Yes,non-travel,290.04,22,1,no data,1425,4,M,,1,1,human resources,3,Married,2342.59,6090.75,1,No,11,,3,Full Time,1,1.0,2,3.0,1,,0,0,1999,28111.08,Yes,human resources
1425,41,No,travel_rarely,556.26,8,2,life sciences,1426,2,F,,3,2,manufacturing director,1,,4492.8425,11681.39,2,Yes,16,3.0,2,Full Time,1,18.0,3,3.0,1,,0,0,1983,53914.11,Yes,research & development
1426,31,No,travel_rarely,295.29,21,1,no data,1427,2,M,,3,1,research scientist,4,Married,2385.0,6201.0,1,No,12,3.0,2,Full Time,1,10.0,2,2.0,10,,0,8,1993,28620.0,Yes,research & development
1427,48,No,non-travel,556.26,2,4,marketing,1428,3,M,,3,2,sales executive,2,,4492.84,11681.39,7,No,11,3.0,4,Part Time,1,4.0,3,1.0,1,,0,0,1976,53914.11,Yes,sales
1428,33,Yes,travel_rarely,694.88,1,2,no data,1429,1,M,,1,2,sales executive,2,Single,5612.5,14592.5,6,,15,3.0,2,Full Time,0,10.0,2,3.0,0,,0,0,1991,67350.0,No,sales
1429,46,No,travel_rarely,1006.57,41,3,life sciences,1430,4,F,,1,3,human resources,3,Marreid,8130.0,21138.0,4,,21,4.0,3,Full Time,2,9.0,2,4.0,5,,0,3,1978,97560.0,Yes,human resources
1430,35,No,non-travel,290.04,2,4,no data,1431,4,M,,4,1,research scientist,4,Married,2342.59,6090.75,0,Yes,14,3.0,1,Part Time,3,6.0,3,3.0,5,,1,2,1989,28111.13,No,research & development
1431,34,Yes,non-travel,1032.49,16,3,no data,1432,1,F,,3,3,sales executive,1,,8339.32,21682.23,2,Yes,20,4.0,3,Part Time,0,,2,2.0,0,,0,0,1990,100071.84,Yes,sales
1432,32,Yes,travel_rarely,1032.49,16,4,no data,1433,1,M,,3,3,sales executive,3,Married,8339.32,21682.23,2,,13,3.0,1,Full Time,3,,2,3.0,1,,0,0,1992,100071.84,Yes,sales
1433,30,No,travel_rarely,290.04,4,3,technical degree,1434,4,F,,2,1,research scientist,1,Divorced,2342.5941666666668,6090.75,1,,13,3.0,3,Part Time,1,,2,3.0,1,,0,0,1994,28111.13,Yes,research & development
1434,31,No,non-travel,546.21,16,3,no data,1435,3,M,68.28,4,2,healthcare representative,3,Married,4411.67,11470.33,3,No,16,3.0,3,Part Time,1,10.0,3,3.0,7,,1,7,1993,52940.0,No,research & development
1435,39,No,travel_rarely,556.26,18,3,medical,1436,2,M,69.53,1,2,healthcare representative,4,Married,4492.8425,11681.39,3,,16,3.0,3,Part Time,1,,2,3.0,1,,1,0,1985,53914.11,Yes,research & development
1436,44,Yes,non-travel,251.44,17,3,technical degree,1437,3,M,31.43,2,1,research scientist,3,,2030.83,5280.17,9,Yes,16,3.0,4,Part Time,1,6.0,4,3.0,1,,0,0,1980,24370.0,No,research & development
1437,56,No,travel_rarely,1973.98,44,3,no data,1438,3,M,,2,5,research director,1,Married,15943.718333333332,41453.67,8,No,12,3.0,2,Full Time,3,34.0,2,3.0,1,,0,0,1968,191324.62,No,research & development
1438,22,Yes,non-travel,290.04,7,1,marketing,1439,2,M,,3,1,sales representative,2,Single,2342.59,6090.75,1,,13,3.0,2,Full Time,0,,3,3.0,1,,1,0,2002,28111.08,Yes,sales
1439,23,Yes,travel_rarely,290.04,45,1,medical,1440,3,F,36.25,3,1,laboratory technician,1,,2342.59,6090.75,1,Yes,17,3.0,3,Part Time,0,1.0,6,3.0,1,,0,0,2001,28111.13,Yes,research & development
1440,38,No,travel_rarely,420.02,8,2,other,1441,3,M,,3,2,human resources,2,Divorced,3392.5,8820.5,2,No,13,3.0,3,Part Time,0,19.0,4,2.0,10,,4,7,1986,40710.0,Yes,human resources
1441,43,No,travel_rarely,556.26,13,3,no data,1442,2,M,69.53,4,2,healthcare representative,1,Married,4492.84,11681.39,5,No,18,,3,Part Time,2,10.0,2,2.0,0,,0,0,1981,53914.11,No,research & development
1442,19,No,non-travel,290.04,14,3,no data,1443,2,F,,3,1,research scientist,3,Single,2342.59,6090.75,1,,16,3.0,3,Full Time,0,0.0,4,1.0,0,,0,0,2005,28111.08,Yes,research & development
1443,32,Yes,travel_rarely,304.98,18,5,human resources,1444,4,M,,4,1,human resources,1,Married,2463.33,6404.67,0,No,17,3.0,3,Full Time,0,2.0,4,3.0,1,,0,0,1992,29560.0,Yes,human resources
1444,37,No,travel_rarely,556.26,2,4,no data,1445,4,F,,3,2,research scientist,2,,4492.8425,11681.39,4,Yes,22,4.0,4,Full Time,1,,2,3.0,1,,0,0,1987,53914.11,Yes,research & development
1445,33,No,travel_frequently,479.56,10,4,marketing,1446,4,M,59.94,3,2,sales executive,4,,3873.33,10070.67,8,,13,3.0,3,Part Time,0,,2,4.0,0,,0,0,1991,46480.0,Yes,sales
1446,30,No,non-travel,556.26,29,1,life sciences,1447,4,M,69.53,1,2,healthcare representative,3,divorced,4492.8425,11681.39,8,No,17,,4,Part Time,2,11.0,3,,7,,1,6,1994,53914.11,No,research & development
1447,43,No,travel_rarely,290.04,8,3,no data,1448,4,M,,3,1,laboratory technician,3,,2342.59,6090.75,4,No,13,,4,Part Time,0,,3,3.0,0,,0,0,1981,28111.13,Yes,research & development
1448,30,No,travel_rarely,289.3,6,1,no data,1449,4,M,,2,1,human resources,2,Married,2336.67,6075.33,1,No,11,3.0,4,Part Time,0,,3,3.0,1,,0,0,1994,28040.0,Yes,human resources
1449,30,Yes,non-travel,251.64,24,2,no data,1450,4,M,,2,1,research scientist,4,,2032.5,5284.5,1,Yes,24,,2,Part Time,0,1.0,3,2.0,1,,1,0,1994,24390.0,No,research & development
1450,29,No,travel_rarely,294.67,3,3,medical,1451,2,F,,3,1,sales representative,2,,2380.0,6188.0,1,No,19,3.0,4,Full Time,1,1.0,3,3.0,1,,0,0,1995,28560.0,Yes,sales
1451,31,Yes,non-travel,290.04,9,3,no data,1452,2,M,,3,1,sales representative,4,,2342.59,6090.75,1,,13,3.0,3,Full Time,0,,3,2.0,1,,0,0,1993,28111.08,No,sales
1452,23,Yes,travel_rarely,290.04,7,1,life sciences,1453,4,M,,3,1,research scientist,2,Single,2342.59,6090.75,1,,23,4.0,1,Full Time,0,1.0,2,3.0,1,,0,0,2001,28111.08,Yes,research & development
1453,27,No,non-travel,302.61,1,2,life sciences,1454,2,F,,2,1,research scientist,3,,2444.17,6354.83,1,Yes,13,3.0,3,Full Time,1,1.0,3,2.0,1,,1,0,1997,29330.0,No,research & development
1454,45,No,travel_rarely,556.26,1,4,no data,1455,2,M,,4,2,healthcare representative,1,,4492.84,11681.39,2,,15,3.0,4,Part Time,1,10.0,5,3.0,2,"0,0",2,2,1979,53914.11,Yes,research & development
1455,30,Yes,travel_frequently,112.56,24,3,technical degree,1456,3,M,14.07,4,1,sales representative,1,Single,909.1666666666666,2363.83,1,No,17,3.0,4,Part Time,0,1.0,3,,1,,0,0,1994,10910.0,Yes,sales
1456,29,Yes,travel_rarely,556.26,13,2,marketing,1457,4,F,,3,2,sales executive,3,,4492.84,11681.39,3,Yes,11,3.0,4,Part Time,0,6.0,0,3.0,2,,2,2,1995,53914.11,Yes,sales
1457,57,No,travel_rarely,556.26,11,5,no data,1458,4,F,,2,2,sales executive,1,Married,4492.84,11681.39,4,,16,3.0,3,Part Time,1,,3,3.0,0,,0,0,1967,53914.11,Yes,sales
1458,40,No,travel_rarely,531.45,9,2,no data,1459,1,M,66.43,3,2,manufacturing director,1,Married,4292.5,11160.5,1,No,25,4.0,4,Part Time,1,10.0,3,3.0,10,,7,9,1984,51510.0,Yes,research & development
1459,59,No,non-travel,1582.77,21,3,no data,1460,4,F,,3,4,manager,4,,12783.9225,33238.2,4,Yes,13,3.0,3,Full Time,1,,2,2.0,1,,0,0,1965,153407.07,Yes,no data
1460,43,No,travel_rarely,556.26,12,4,marketing,1461,2,M,,3,2,sales executive,4,Divorced,4492.8425,11681.39,3,,12,,3,Part Time,2,14.0,4,3.0,0,,0,0,1981,53914.11,No,sales
1461,28,Yes,non-travel,295.39,22,3,no data,1462,1,F,,2,1,human resources,2,Married,2385.83,6203.17,1,No,12,3.0,1,Full Time,0,,2,3.0,1,,0,0,1996,28630.0,No,human resources
1462,39,No,travel_rarely,294.87,1,3,no data,1463,1,M,,2,1,sales representative,1,Single,2381.67,6192.33,4,,14,3.0,1,Full Time,0,20.0,3,2.0,1,,0,0,1985,28580.04,Yes,sales
1463,33,No,non-travel,556.26,5,4,life sciences,1464,4,M,,2,2,manufacturing director,4,,4492.84,11681.39,8,No,24,4.0,2,Part Time,0,,1,3.0,1,,0,0,1991,53914.11,Yes,research & development
1464,32,No,non-travel,116.48,2,1,medical,1465,4,F,,1,1,laboratory technician,4,,94083.0,2446.17,1,,11,3.0,3,Part Time,3,,4,3.0,1,,0,0,1992,11290.0,Yes,research & development
1465,26,No,travel_rarely,290.04,2,3,no data,1466,3,F,,3,1,human resources,2,,2342.59,6090.75,4,No,14,3.0,3,Part Time,0,6.0,3,3.0,2,,1,2,1998,28111.13,No,human resources
1466,41,No,non-travel,290.04,44,4,no data,1467,1,M,36.25,3,1,laboratory technician,4,Married,2342.59,6090.75,8,No,19,3.0,3,Part Time,2,8.0,3,2.0,1,,0,0,1983,28111.13,Yes,research & development
1467,40,No,non-travel,2004.79,9,3,no data,1468,4,M,,3,5,manager,4,,16192.5,42100.5,2,,13,3.0,3,Full Time,0,,3,2.0,6,,1,3,1984,194310.0,No,no data
1468,24,Yes,non-travel,290.04,9,3,no data,1469,4,M,,3,1,sales representative,1,Married,2342.59,6090.75,1,No,19,3.0,1,Full Time,1,,3,,1,,1,0,2000,28111.08,No,sales
1469,36,No,travel_rarely,1032.49,26,4,life sciences,1470,3,F,,3,3,human resources,4,Single,8339.32,21682.23,1,Yes,16,3.0,3,Part Time,0,,2,,9,,1,7,1988,100071.84,No,human resources
1470,35,No,travel_rarely,238.13,7,2,technical degree,1471,2,M,,3,1,sales representative,3,,1923.33,5000.67,0,Yes,25,4.0,2,Full Time,1,12.0,4,3.0,11,,5,7,1989,23080.0,Yes,sales
1471,29,No,non-travel,221.21,16,3,medical,1472,3,M,27.65,3,1,research scientist,3,Single,1786.6666666666667,4645.33,1,No,14,3.0,3,Part Time,0,5.0,3,2.0,5,,1,4,1995,21440.0,No,research & development
1472,30,No,non-travel,554.36,1,3,life sciences,1473,1,M,69.29,3,2,healthcare representative,1,Married,4477.5,11641.5,0,No,12,3.0,1,Part Time,1,6.0,5,2.0,5,,0,2,1994,53730.0,No,research & development
1473,59,Yes,travel_rarely,1032.49,23,4,medical,1474,4,F,129.06,3,3,healthcare representative,4,Married,8339.32,21682.23,1,,12,3.0,4,Part Time,1,40.0,3,2.0,40,,15,6,1965,100071.84,Yes,research & development
1474,39,No,non-travel,1032.49,3,3,life sciences,1475,1,M,129.06,3,3,sales executive,3,Divorced,8339.32,21682.23,0,,12,3.0,3,Part Time,2,,6,2.0,16,,5,13,1985,100071.84,Yes,sales
1475,30,No,travel_frequently,1032.49,1,1,no data,1476,2,F,,3,3,sales executive,4,Married,8339.32,21682.23,1,,14,3.0,4,Part Time,1,11.0,5,3.0,11,,4,1,1994,100071.84,Yes,sales
1476,56,No,travel_rarely,1964.96,1,3,medical,1477,4,M,,3,5,manager,1,Single,15870.83,41264.17,0,,14,3.0,3,Full Time,0,37.0,2,3.0,36,,4,13,1968,190450.0,Yes,no data
1477,42,No,non-travel,1652.34,2,4,no data,1478,4,M,,3,4,manager,2,,13345.833333333334,34699.17,1,,19,3.0,2,Full Time,0,,2,3.0,22,,0,4,1982,160150.0,Yes,no data
1478,40,No,travel_rarely,991.82,1,3,no data,1479,3,M,,4,3,healthcare representative,4,,8010.83,20828.17,0,No,17,,1,Full Time,3,19.0,5,2.0,18,,3,7,1984,96129.96,Yes,research & development
1479,39,No,non-travel,1187.54,15,2,life sciences,1480,3,M,,2,3,research director,4,,9591.666666666666,24938.33,0,,14,3.0,2,Full Time,1,,3,3.0,11,,2,9,1985,115100.0,Yes,research & development
1480,44,No,non-travel,1582.77,12,3,no data,1481,1,M,,2,4,research director,2,,12783.92,33238.2,1,No,11,3.0,3,Full Time,1,,3,,25,,3,9,1980,153407.04,Yes,research & development
1481,32,No,non-travel,444.27,7,2,no data,1482,2,F,,3,2,manufacturing director,1,Married,3588.33,9329.67,1,No,12,3.0,2,Part Time,1,13.0,5,1.0,13,,3,12,1992,43060.0,Yes,research & development
1482,51,No,travel_rarely,1758.71,29,4,life sciences,1483,2,M,,2,4,manager,3,Married,14205.0,36933.0,0,No,15,3.0,2,Full Time,1,28.0,2,3.0,27,,15,7,1973,170460.0,Yes, manager  -  research & development 
1483,34,No,non-travel,290.04,8,1,life sciences,1484,2,F,36.25,2,1,sales representative,4,,2342.59,6090.75,0,,19,3.0,4,Part Time,0,,2,2.0,2,,2,2,1990,28111.13,No,sales
1484,27,Yes,non-travel,210.68,2,3,life sciences,1485,1,M,,3,1,research scientist,1,Married,1701.67,4424.33,6,,14,3.0,2,Full Time,1,6.0,2,3.0,3,,1,2,1997,20420.04,Yes,research & development
1485,39,No,travel_frequently,291.06,3,4,no data,1486,3,M,,3,1,research scientist,3,,2350.83,6112.17,3,No,16,3.0,1,Full Time,1,8.0,2,3.0,2,,2,2,1985,28210.0,No,research & development
1486,47,No,non-travel,1973.98,1,4,medical,1487,4,M,,3,5,research director,4,,15943.72,41453.67,9,No,17,3.0,4,Full Time,2,23.0,0,3.0,2,,2,2,1977,191324.62,Yes,research & development
1487,22,No,non-travel,213.57,25,1,no data,1488,4,F,26.7,2,1,research scientist,2,Single,1725.0,4485.0,1,Yes,11,3.0,3,Part Time,0,2.0,6,4.0,2,,2,2,2002,20700.0,Yes,research & development
1488,32,No,travel_frequently,287.96,20,3,no data,1489,3,M,36.0,4,1,sales representative,4,Married,2325.8333333333335,6047.17,0,No,12,,1,Part Time,1,3.0,4,3.0,2,,2,2,1992,27910.0,No,sales
1489,36,No,non-travel,556.26,11,2,marketing,1490,4,M,69.53,3,2,sales executive,4,Divorced,4492.8425,11681.39,1,,11,3.0,4,Part Time,1,5.0,3,3.0,5,,0,2,1988,53914.11,Yes,sales
1490,35,No,non-travel,556.26,2,2,no data,1491,4,M,,3,2,manufacturing director,3,Single,4492.8425,11681.39,2,No,11,3.0,4,Part Time,0,,3,,3,,0,2,1989,53914.11,Yes,research & development
1491,34,Yes,non-travel,848.51,9,4,no data,1492,1,F,,3,2,sales executive,1,Single,6853.333333333333,17818.67,0,,17,3.0,1,Full Time,0,6.0,3,3.0,5,,0,3,1990,82240.0,Yes,sales
1492,32,Yes,non-travel,269.29,15,3,medical,1493,3,M,,3,1,laboratory technician,3,,2175.0,5655.0,1,No,12,3.0,3,Part Time,1,,5,2.0,2,,2,2,1992,26100.0,No,research & development
1493,38,No,travel_rarely,591.29,25,2,no data,1494,3,F,,2,2,healthcare representative,4,,4775.833333333333,12417.17,7,No,13,3.0,3,Full Time,2,9.0,2,3.0,6,,1,3,1986,57310.0,No,research & development
1494,28,No,travel_rarely,261.96,6,3,no data,1495,4,M,,2,1,research scientist,3,Married,2115.83,5501.17,1,No,13,,3,Full Time,1,4.0,0,3.0,4,"2,0",2,2,1996,25389.96,No,research & development
1495,36,No,travel_frequently,245.14,4,4,other,1496,4,M,,2,1,laboratory technician,4,Married,1980.0,5148.0,1,,13,3.0,2,Part Time,1,2.0,2,4.0,2,,2,2,1988,23760.0,Yes,research & development
1496,57,No,non-travel,1973.98,4,4,no data,1497,4,F,246.75,3,5,manager,1,Divorced,15943.72,41453.67,4,No,13,3.0,4,Full Time,1,28.0,2,3.0,5,,4,2,1967,191324.62,No,no data
1497,46,No,non-travel,290.04,7,3,medical,1498,1,F,,3,1,research scientist,3,,2342.5941666666668,6090.75,4,Yes,19,3.0,3,Part Time,1,,2,,3,,0,2,1978,28111.13,Yes,research & development
1498,44,No,travel_rarely,365.13,2,3,life sciences,1499,2,M,,3,1,human resources,4,,2949.17,7667.83,0,No,13,3.0,2,Full Time,0,,5,3.0,9,,1,8,1980,35390.0,Yes,human resources
1499,32,No,travel_rarely,564.16,29,4,marketing,1500,1,F,,2,2,sales executive,4,,4556.666666666667,11847.33,1,,14,3.0,1,Full Time,2,,3,3.0,12,,5,7,1992,54680.0,Yes,sales
1500,36,Yes,non-travel,599.75,27,3,no data,1501,3,M,74.97,3,2,sales executive,4,,4844.17,12594.83,1,,18,3.0,4,Full Time,0,,2,3.0,10,,7,7,1988,58130.0,Yes,sales
1501,36,No,non-travel,556.26,2,2,medical,1502,2,M,,3,2,manufacturing director,4,Divorced,4492.84,11681.39,2,No,14,3.0,3,Part Time,1,15.0,6,3.0,7,,1,7,1988,53914.11,No,research & development
1502,31,No,non-travel,997.39,47,3,medical,1503,4,F,,3,3,manufacturing director,3,Single,8055.83,20945.17,9,No,14,3.0,2,Part Time,0,9.0,3,3.0,7,,0,2,1993,96670.0,No,research & development
